id,status_groundtruth,title,content,tanggal
24252,Benar,"Viral Surat Suara di TPS KBB Diduga Sudah Tercoblos, Ini Faktanya","Media sosial dihebohkan dengan beredarnya video dugaan kecurangan dalam momen pemungutan suara Pilkada Serentak 2024 di Kabupaten Bandung Barat, Rabu (27/11/2024). Pasalnya, ada satu surat suara yang ditunjukkan dalam video tersebut sudah dalam kondisi tercoblos di kolom pasangan Calon Bupati dan Wakil Bupati Bandung Barat nomor urut 2, Jeje Ritchie Ismail dan Asep Ismail.",2024-11-27
24248,Benar,Cek Fakta (Benar): Edaran Kupon Beras Gratis di Jembrana,"Sebuah foto beredar di Facebook menampilkan kupon beras gratis dengan wajah pasangan calon bupati Jembrana dan pasangan calon gubernur Bali. Narasi unggahan Facebook akun Suara Buleleng tersebut bertuliskan “Yuk semeton Jembrana Singaraja yang belum dapat kupon gratis.” Unggahan Suara Buleleng kemudian diunggah ulang oleh akun Bingkil OTAK dengan judul “Foto terlampir cukup viral di medsos… Ada gambar paslon pilkada Jembrana dan Pilkada Bali. Keterangan foto menyebutkan, “kalau di masa kampanye ada seperti ini harusnya KPU-Bawaslu penting memberi klarifikasi untuk mencegah terbentuk opini brutal di masyarakat.”",2024-11-27
24243,Benar,CEK FAKTA: Benarkah Polsek Tombatu Amankan Ratusan Amplop Berisi Uang untuk Serangan Fajar?,"Video dengan narasi polisi mengamankan ratusan amplop untuk serangan fajar beredar di medsos, salah satunya dibagikan oleh akun TikTok ini. Unggahan itu muncul pada Selasa (26/11/2024). Dalam video, beberapa orang yang memakai baju polisi melakukan penggeledahan dan menemukan sejumlah amplop berisi uang. Video diberi keterangan: Polsek Tombatu Timur Amankan Ratusan Amplop Berisi Uang, Diduga Digunakan untuk Serangan Fajar di Desa Esandom Minahasa Tenggara",2024-11-27
23829,Benar,"Benar, Video Pembagian Amplop dan Poster Pasangan Calon Bupati di Pamekasan, Madura","Tempo menerima permintaan dari pembaca untuk memverifikasi video pembagian amplop dan poster salah satu pasangan calon bupati Pamekasan kepada warga dan ditempel di dinding dan bangku sekolah. Video yang beredar telah diarsipkan berikut ini arsip 1, arsip 2. Benarkah dua video tersebut?",2024-11-06
23476,Benar,"CEK FAKTA: Debat Pilgub Jatim 2024, Luluk Nur Hamidah Sebut Jumlah Penduduk Miskin di Jatim Tertinggi di Indonesia, Benarkah?","Debat dalam Pemilihan Gubernur dan Wakil Gubernur Jawa Timur Tahun 2024 (Debat Pilgub Jatim 2024) berlangsung di Graha Unesa Surabaya, Jumat (18/10/2024) malam. Cagub Jatim nomor urut 1 Luluk Nur Hamidah menyebut jumlah penduduk miskin di Jawa Timur tertinggi di Indonesia. Inilah pernyataan lengkap yang disampaikan Luluk Nur Hamidah dalam Debat Pilgub Jatim 2024: Rekan kami ibu Khofifah dan juga Ibu Risma telah mendapatkan kepercayaan dari rakyat Jawa Timur, mereka berdua pernah menjadi Menteri Sosial Bersama. Namun demikian, kondisi Jawa Timur sebagaimana yang kita rasakan dan kita ketahui bahwa jumlah penduduk miskin di Jawa Timur tertinggi di Indonesia.",2024-10-18
23078,Benar,"[SALAH] Hewan “Sapi Laut” Terdampar di Bangkalan, Madura",Nelayan sukolela.. Bangkalan.. nangkap Sapi Laut. Baru tahu skrg jika ada sapi laut. Subhanallaah,2024-09-30
23008,Benar,"Benar, Video Seorang Pria Mengkonsumsi Makanan dan Minuman yang Dicampur Semen","Video yang memperlihatkan seorang pria meminum adonan semen dan memakan pisang yang dicocol dengan semen, beredar di media sosial. Video berdurasi 2 menit 19 detik itu diunggah ke Facebook oleh akun ini pada 17 September 2024. ""Nikmati cita rasa minuman favorit Anda dalam semen, bukan teh dan kopi,"" bunyi judul video tersebut. Tempo menerima permintaan dari pemeriksa fakta Bangladesh untuk memverifikasi kebenaran konten tersebut. Hingga artikel ini dimuat, video itu telah disaksikan lebih dari 10 juta kali dan mendapat lebih dari 14.900 komentar. Dalam kolom komentar akun Zaynah Mirzadeh menyebut pria dalam video mengalami gangguan yang disebut Pica. Apa benar pria dalam video di atas menikmati makanan dan minuman yang dicampur semen?",2024-09-27
22066,Benar,"Benar, Mulyono Nama Pertama Presiden Joko Widodo","Potongan video diskusi siniar Bambang Widjojanto yang membahas nama pertama Presiden Joko Widodo ramai beredar di sosial media X. Dalam diskusi itu Bambang mengatakan bila nama pertama Presiden Joko Widodo adalah Mulyono. Karena sakit-sakitan berganti nama jadi Joko Widodo, supaya “Widodo” menjadi “orang yang sehat”. Hingga artikel ini ditulis ini ditulis artikel itu sudah ditonton 89 ribu kali dan telah di-retweet 394 kali. Lantas, benarkah Mulyono nama pertama Presiden Joko Widodo?",2024-08-23
21978,Benar,"Benar, Realisasi Patung Garuda IKN Berbeda dengan Desain Awal","Sejumlah gambar beredar di Facebook akun ini, ini, dan ini, yang diklaim memperlihatkan hasil pembangunan patung garuda di Ibu Kota Nusantara (IKN), di Kabupaten Penajam Paser Utara, Kalimantan Timur, tak sesuai dengan desain awalnya. Berikut narasi lengkapnya: “inilah foto desain dan hasil konstruksi pembangunan istana garuda karya Nyoman Nuarta di Ibu Kota negara Nusantara.” Namun, benarkah realisasi pembangunan patung garuda IKN tidak sama dengan desain awal?",2024-08-20
21593,Benar,"Benar, Video Jaksa Agung Kansas Mengajukan Gugatan Pada Pfizer","Sebuah video pendek diunggah oleh akun Instagram [ arsip ] dengan judul “Tuntutan kepada Pfizer”, yang membahas seorang Jaksa Agung Kansas tengah mengajukan gugatan kepada Pfizer. Video itu memperlihatkan Jaksa Agung Kansas, Kris Kobach, didampingi sejumlah staf, menyampaikan bahwa Pfizer mengklaim vaksinnya aman untuk wanita hamil. Namun pada Februari 2021, kata dia, Pfizer mendapat laporan dari 458 wanita hamil yang menerima vaksin Covid-19 Pfizer selama kehamilan. Lebih dari setengahnya dilaporkan mengalami efek samping. Dan lebih dari 10% dilaporkan keguguran dalam beberapa hari setelah vaksinasi. Diunggah pada 25 Juni 2024, akun tersebut juga mencantumkan tautan dari fiercepharma.com dan mengutip artikel di dalamnya. Lantas, apakah benar video Jaksa Agung Kansas mengajukan gugatan kepada Pfizer seperti yang diklaim oleh akun tersebut?",2024-08-02
20675,Benar,"Benar, Klaim Ahok soal Penghasilan Minimal untuk Hidup di Jakarta Rp5 Juta","Basuki Tjahaja Purnama atau yang akrab disapa Ahok, melontarkan pernyataan bahwa penghasilan minimal warga yang hidup di DKI Jakarta Rp5 juta per bulan. Angka itupun untuk hidup pas-pasan. Menurutnya, penghasilan ideal warga yang hidup di DKI Jakarta dan lebih baik jika di atas Rp5 juta. ""Ideal tinggal di Jakarta itu seharusnya Rp5 juta sampai Rp10 juta, Rp15 juta lebih bagus,"" ujarnya dalam tayangan YouTube pribadinya, Senin, 13 Mei 2024, dikutip dari CNN Indonesia. Benarkah klaim Ahok mengenai penghasilan minimal dan ideal tinggal di Jakarta itu?",2024-06-24
20541,Benar,[SALAH] MENTERI PUPR BASUKI HADIMULJONO RESMI MUNDUR DARI KABINET,"PAK BASUKI RESMI MUNDUR DARI KABINET!!USAI BABAK BELUR DIHAJAR KOMISI V DPR, JKW MERINGIS KABAR MENGGEMPARKAN MENYESAL JADI BAGIAN J0K0WI PAK BASUKI MUNDUR USAI DICECAR HABIS DPR",2024-06-16
19905,Benar,"Benar, Narasi yang Mengatakan Sering Banyak Minum Air Putih Malam Hari Sebelum Tidur Bisa Sebabkan Sakit Ginjal","Sebuah video beredar di Facebook [ arsip ] yang berisi narasi yang menyarankan pengaturan pola minum air putih untuk menghindari sakit ginjal. Video itu memperlihatkan seorang pria bernama dr. Cahyono, Sp yang sedang memaparkan pola minum air putih yang menurutnya baik dan yang buruk untuk ginjal. Berikut bunyi potongan narasi yang beredar: Bapak minum sebelum tidur satu gelas dua gelas, ginjalnya malah rusak. Di sini yang kadang-kadang nggak tahu ini. Yang penting banyak minum, ginjalnya sehat. Salah. Banyak minum pagi hari bagus. Tapi malam hari banyak minum, ginjalnya malah rusak. Tempo menerima permintaan pembaca untuk memeriksa kebenaran narasi tersebut. Benarkah ginjal bisa rusak bila seseorang sering minum banyak air putih pada malam hari atau satu jam sebelum tidur?",2024-05-16
19829,Benar,"Benar, Kasus Demam Berdarah Dengue Tinggi karena Perubahan Iklim","Kementerian Kesehatan menyatakan bahwa tingginya angka kasus Demam Berdarah Dengue disebabkan oleh perubahan iklim. Perubahan iklim dipandang membebani pelayanan dan sistem kesehatan karena membuat kasus Demam Berdarah semakin naik. “Sebagai contoh kekeringan. Ketika desa diterpa kekeringan, orang-orang pun pindah ke kota. Ketika pindah ke kota, maka kota semakin padat dan hal itu dapat membuat kasus semakin naik,” ujar Direktur Pencegahan dan Pengendalian Penyakit Menular Kemenkes Imran Pambudi pada 22 April 2024. Benarkah pernyataan Kemenkes bahwa angka kasus Demam Berdarah naik akibat perubahan iklim?",2024-05-14
19791,Benar,"Benar, Video Demonstrasi Warga Jepang Terkait Pandemic Treaty","Kolase video yang memperlihatkan aksi demonstrasi warga Jepang menggelar demonstrasi menolak World Health Organisation (WHO) Pandemic Treaty atau Perjanjian Pandemi, beredar di media sosial. Di Instagram, video tersebut dibagikan akun ini pada 3 Mei 2024. ""Rakyat Jepang menolak WHO Pandemic Treaty,"" tulis akun tersebut. Hingga artikel ini dimuat, kolase video tersebut telah mendapat 112 komentar dan dibagikan sebanyak 89 kali dibagikan. Apa benar ini video demonstrasi warga Jepang menolak Pandemic Treaty?",2024-05-13
19586,Benar,"Benar, Klaim Konsumsi Mie Instan dan Nasi Secara Rutin Memicu Risiko Diabetes, Hipertensi dan Kanker","Sebuah video dengan narasi yang menyebutkan bahwa makan nasi dengan mie instan tidak baik untuk kesehatan. Orang yang terlalu sering makan mie instan campur nasi diklaim berisiko diabetes, hipertensi, dan kanker. Di Facebook, video reels [ arsip ] tersebut dibagikan akun ini. ""Orang yang terlalu sering makan mie instan campur nasi beresiko terhadap malnutrisi, diabetes, hipertensi dan kanker,"" kata seseorang dalam video tersebut. Hingga artikel ini dimuat, video tersebut telah mendapat 668 komentar dan dibagikan sebanyak 3.900 kali. Apa benar orang yang terlalu sering makan mie instan campur nasi berisiko terhadap, diabetes, hipertensi dan kanker?",2024-05-04
19209,Benar,"Benar, Video Serangan Rudal Iran Melewati Masjid Al Aqsa di Israel pada 13 April 2024","Video yang memperlihatkan sejumlah rudal Iran melewati kubah Masjid Al Aqsa, beredar di media sosial. Video tersebut dibagikan dengan narasi bahwa rudal-rudal tersebut dikirim dari Iran untuk menyerang wilayah Israel. Di Facebook [ arsip ], video reels tersebut diunggah akun ini. Berikut narasinya: ""Rudal-rudal melewati Masjid Al Aqsa. Ribuan rudal dikirim dari Iran"". Hingga artikel ini dimuat, video tersebut telah mendapat lebih dari 1.900 komentar dan dibagikan lebih dari 1.500 kali. Apa benar ini video serangan rudal Iran melewati Masjid Al Aqsa untuk menyerang Israel pada 13 April 2024?",2024-04-19
16812,Benar,"Benar, Pernyataan Prabowo Subianto soal Angka Rasio Pajak Indonesia","Calon presiden nomor urut 02, Prabowo Subianto, menyatakan keinginannya untuk menaikkan tax ratio Indonesia karena masih sekitar 10%. Angka ini lebih kecil dibandingkan negara-negara Asia Tenggara lainnya, seperti Malaysia, Thailand, Vietnam, maupun Kamboja. ""Our tax ratio banyak bisa di-improve, sekarang 10% dan tetangga kita, Thailand di 16%, Malaysia 16%, Vietnam (dan) Kamboja sekitar 16%, 17%, 18%,” ujarnya saat menghadiri Mandiri Investment Forum 2024 di Fairmont, Jakarta, Selasa, Maret 2024. Menurutnya, peningkatan rasio pajak sangat penting karena hal ini yang akan menjadi fokus utama Prabowo ke depan. Sehingga, ia sekaligus meminta pandangan dari para pakar ekonomi Indonesia yang hadir di forum itu. Benarkah pernyataan Prabowo Subianto itu?",2024-03-21
16741,Benar,"Benar, Pernyataan Prabowo Tentang Demokrasi Indonesia yang Sangat Melelahkan, Berantakan, dan Mahal","Calon Presiden nomor urut 02, Prabowo Subianto, menyatakan bahwa demokrasi Indonesia sangat melelahkan, berantakan, dan mahal. ""Dan izinkan saya memberi kesaksian bahwa demokrasi sangat-sangat melelahkan, demokrasi sangat berantakan, demokrasi sangat costly (menghabiskan biaya). Dan kita sampai sekarang masih tidak puas dengan demokrasi kita,"" ujarnya ketika menghadiri Mandiri Investment Forum 2024 di Fairmont Hotel, Jakarta, Selasa, 5 Maret 2024. Meski begitu, Prabowo mengatakan setidaknya sudah ada 80% penduduk Indonesia yang memberikan hak suara seperti dikutip dari CNBC Indonesia. Menurutnya, jumlah itu tidak terlalu buruk mengingat banyak negara demokrasi lain yang pemilihnya kurang dari 50%. Benarkah pernyataan Prabowo itu?",2024-03-19
16225,Benar,[SALAH] KECURANGAN PEMILU 2024 MULAI DIUSUT BIKIN PRABOWO PANIK TOTAL,GEGER MALAM INI…!!! HAK ANGKET KECURANGAN PEMILU MULAI DI KUSUT PRABOWO MULAI PANIK…!!! BREAKING NEWS PRABOWO PANIK TOTAL KECURANGAN PEMILU 2024 MULAI DI KUSUT TUNTAS,2024-02-25
16140,Benar,"Benar, Foto yang Memuat Teks Partai Buruh Dianulir di Dapil Jawa Tengah III",Tempo mendapatkan permintaan pembaca pada 14 Februari 2024 untuk memverifikasi foto yang menyebut Partai Buruh dianulir. Partai Buruh merupakan salah satu partai yang telah ditetapkan sebagai peserta Pemilu 2024 oleh Komisi Pemilihan Umum atau KPU. Partai ini mendapatkan nomor urut 6. Benarkah foto tersebut dipasang di TPS saat Pemilu 14 Februari 2024?,2024-02-21
16088,Benar,"Benar, Video Surat Suara Pemilu 2024 Dicoblos Sejumlah Anak di Luar TPS","Sebuah video menunjukkan sejumlah anak yang mencoblos surat suara Pemilu 2024 di luar TPS, beredar luas di X, YouTube dan Instagram. “Surat suara dicoblos oleh bocah-bocah bukan di kotak tps pula. Yang jelas, yang mereka coblos adalah pasangan yang posisinya di tengah. Jelas ini ada yang memberi arahan secara massif,” tulis si akun penyebar. Dalam video, anak-anak terlihat sedang berbagi tugas, termasuk ada yang membuka kertas suara, mencoblos, lalu ada yang kembali melipat surat suara. Sejak dibagikan pada Rabu, 14 Februari 2024, rekaman video berdurasi 47 detik itu sudah mendapat banyak reaksi, termasuk 3 ribuan komentar, 23 ribuan kali di-retweet, disukai 41 ribuan pengguna X, 2 ribuan kali disimpan dan 1,9 juta kali tayang. Namun, benarkah kertas suara dicoblos anak-anak bukan di Tempat Pemungutan Suara (TPS)?",2024-02-19
16036,Benar,"Benar, Video yang berisi Logistik Pemilu di Distrik Kebo, Paniai, Dibakar","Sebuah videoreels yang memperlihatkan tumpukan logistik Pemilu yang terbakar beredar di media sosial. Video tersebut beredar dengan klaim bahwa logistik pemilu di Distrik Kebo, Kabupaten Paniai, Provinsi Papua Tengah dibakar warga karena kecewa formulir C1 palsu. Di Facebook, video tersebut dibagikan akun ini [ arsip ] pada 13 Februari 2024. Dalam video juga disertakan narasi, ""Logistik Pemilu dibakar kecewa C1 KWK Hologram"". Hingga artikel ini dimuat, video tersebut telah mendapat lebih dari 1.900 komentar dan dibagikan lebih dari 8.700 kali. Apa benar warga Paniai bakar logistik Pemilu karena mendapat Formulir C1 palsu?",2024-02-16
16022,Benar,"Benar, Video tentang Temuan Surat Suara yang Tercoblos Sebelum Pemilu 2024 di Garut","Beredar di media sosial, sebuah video yang menunjukkan petugas KPPS di TPS 17 Desa Simpang Sari, Kecamatan Cisurupan menunjukkan surat suara Calon Presiden dan Wakil Presiden 2024 sudah tercoblos sebelum pemilihan berlangsung. Petugas KPPS dalam video tersebut mengatakan""…..ini TPS 17 Desa Simpang Sari, Kecamatan Cisurupan, Kabupaten Garut ya, bahwa sudah banyak suara yang sudah dicoblos suara nomor 2 dan nomor 3 presiden ya semua perhatiannya semua nya semua nya KPPS nah. Tidak bermaksud menyudutkan satu pasangan calon manapun tapi melaporkan temuan kami di lapangan. Ketika hendak memberikan suara yang baru ternyata surat suara tersebut sudah tercoblos….” Berikut pemeriksaan faktanya.",2024-02-15
16001,Benar,"Benar, Video Surat Suara Tercoblos di TPS 54 Bogor","Video pendek yang memperlihatkan surat suara tercoblos di sebuah TPS 54, beredar di media sosial Twitter atau X. Seorang laki-laki menunjukkan surat suara pemilihan presiden dan wakil presiden yang telah tercoblos di sebuah TPS. Pencoblosan ada di paslon 02, Prabowo-Gibran. Suara dalam video tersebut menyebut bahwa surat suara yang diperlihatkan adalah surat suara keempat yang sudah tercoblos di TPS itu. Benarkah ada surat suara yang sudah tercoblos di TPS 54?",2024-02-14
15925,Benar,[SALAH] FOTO KAMPANYE 01 DI JAKARTA INTERNATIONAL STADIUM HARI INI 10 FEBRUARI 2024,"…So far ini foto terbaik kampanye 01 di Jakarta International Stadium pada hari ini. JIS vs GBK tersaji hari ini 01 di JIS vs 02 di GBK Massa #KumpulAkbarJIS01 tidak berbayar sama sekali. Sementara massa #KamuKITA02BIRUinGbk di GBK sebagian besar kek’y massa berbayar. (“,)",2024-02-12
15860,Benar,"Benar, Klaim Ganjar Pranowo bahwa Tidak Ada Insentif untuk Anak Muda Menjadi Petani","Calon Presiden nomor urut 3, Ganjar Pranowo, mengatakan bahwa selama ini tidak pernah ada insentif yang diberikan kepada muda menjadi petani. Untuk itu, dia akan menyiapkan beberapa insentif guna menarik minat anak muda menjadi petani. “Tidak pernah ada insentif yang diberikan kepada anak muda untuk menjadi petani, modernisasi jadi pilihan dengan digitalisasi pertanian. Lahan sempit harus dilakukan pola konsolidasi, lahan kan pernah punya uji coba waktu itu di Sukoharjo,” kata Ganjar dalam Dialog Capres bersama Kadin Indonesia di Jakarta, Kamis 11 Januari 2024 yang dikutip dari Liputan6.com. Benarkah klaim Ganjar yang menyebut tidak pernah ada insentif diberikan kepada anak muda untuk jadi petani?",2024-02-06
15849,Benar,"Benar, Klaim Anies bahwa 171 Kecamatan di 8 Provinsi Belum Memiliki Puskesmas","Calon Presiden nomor urut 1, Anies Baswedan mengklaim saat ini 15 dari 38 provinsi belum memiliki rumah sakit kelas A. Dan, dari 171 kecamatan di delapan provinsi belum memiliki puskesmas. Anies menyebut dua hal yang perlu dilakukan untuk meningkatkan kualitas kesehatan di Indonesia yaknisoft infrastructureseperti tenaga medisnya danhard infrastructure. “Ada kekurangan di aspekhard infrastructure, contohnya 15 dari 38 provinsi belum memiliki rumah sakit kelas A. Kemudian 171 kecamatan di 8 provinsi belum memiliki puskesmas,” kata Anies saat debat capres sesi kelima, Minggu, 4 Februari 2024. Benarkah klaim itu?",2024-02-05
